Cadena	Marca	Talla	Paq x Caja	Conteo	Familia	Producto	Codigo Producto
Mi Tienda Del Ahorro	Absorsec	CH	4	40	Pañal Bebe	Absorsec CH 4/40	1
Mi Tienda Del Ahorro	Absorsec	M	4	40	Pañal Bebe	Absorsec M 4/40	2
Mi Tienda Del Ahorro	Absorsec	G	4	40	Pañal Bebe	Absorsec G 4/40	3
Mi Tienda Del Ahorro	Absorsec	XG	4	40	Pañal Bebe	Absorsec XG 4/40	4
Mi Tienda Del Ahorro	Absorsec	XXG	4	40	Pañal Bebe	Absorsec XXG 4/40	5
Mi Tienda Del Ahorro	Absorsec	M	2	80	Pañal Bebe	Absorsec M 2/80	6
Mi Tienda Del Ahorro	Absorsec	G	2	80	Pañal Bebe	Absorsec G 2/80	7
Mi Tienda Del Ahorro	Absorsec	XG	2	80	Pañal Bebe	Absorsec XG 2/80	8
Mi Tienda Del Ahorro	Absorsec	XXG	2	80	Pañal Bebe	Absorsec XXG 2/80	9
Mi Tienda Del Ahorro	Suavelastic	RN	4	40	Pañal Bebe	Suavelastic RN 4/40	10
Mi Tienda Del Ahorro	Suavelastic	CH	4	40	Pañal Bebe	Suavelastic CH 4/40	11
Mi Tienda Del Ahorro	Suavelastic	M	4	40	Pañal Bebe	Suavelastic M 4/40	12
Mi Tienda Del Ahorro	Suavelastic	G	4	40	Pañal Bebe	Suavelastic G 4/40	13
Mi Tienda Del Ahorro	Suavelastic	XG	4	40	Pañal Bebe	Suavelastic XG 4/40	14
Mi Tienda Del Ahorro	Suavelastic	XXG	4	40	Pañal Bebe	Suavelastic XXG 4/40	15
Mi Tienda Del Ahorro	Suavelastic	XXXG	4	40	Pañal Bebe	Suavelastic XXXG 4/40	16
Mi Tienda Del Ahorro	Suavelastic	M	2	60	Pañal Bebe	Suavelastic M 2/60	17
Mi Tienda Del Ahorro	Suavelastic	G	2	60	Pañal Bebe	Suavelastic G 2/60	18
Mi Tienda Del Ahorro	Suavelastic	XG	2	60	Pañal Bebe	Suavelastic XG 2/60	19
Mi Tienda Del Ahorro	Suavelastic	XXG	2	60	Pañal Bebe	Suavelastic XXG 2/60	20
Mi Tienda Del Ahorro	Movilastic	G	4	40	Pañal Bebe	Movilastic G 4/40	21
Mi Tienda Del Ahorro	Movilastic	XG	4	40	Pañal Bebe	Movilastic XG 4/40	22
Mi Tienda Del Ahorro	Movilastic	XXG	4	40	Pañal Bebe	Movilastic XXG 4/40	23
Mi Tienda Del Ahorro	Comodisec 	CH	4	40	Pañal Bebe	Comodisec  CH 4/40	24
Mi Tienda Del Ahorro	Comodisec 	M	4	40	Pañal Bebe	Comodisec  M 4/40	25
Mi Tienda Del Ahorro	Comodisec 	G	4	40	Pañal Bebe	Comodisec  G 4/40	26
Mi Tienda Del Ahorro	Comodisec 	XG	4	40	Pañal Bebe	Comodisec  XG 4/40	27
Mi Tienda Del Ahorro	Comodisec 	M	2	80	Pañal Bebe	Comodisec  M 2/80	28
Mi Tienda Del Ahorro	Comodisec 	G	2	80	Pañal Bebe	Comodisec  G 2/80	29
Mi Tienda Del Ahorro	Comodisec 	XG	2	80	Pañal Bebe	Comodisec  XG 2/80	30
Mi Tienda Del Ahorro	Comodisec 	XXG	2	80	Pañal Bebe	Comodisec  XXG 2/80	31
Mi Tienda Del Ahorro	Chicolastic 	CH	4	40	Pañal Bebe	Chicolastic  CH 4/40	32
Mi Tienda Del Ahorro	Chicolastic 	M	4	40	Pañal Bebe	Chicolastic  M 4/40	33
Mi Tienda Del Ahorro	Chicolastic 	G	4	40	Pañal Bebe	Chicolastic  G 4/40	34
Mi Tienda Del Ahorro	Chicolastic 	XG	4	40	Pañal Bebe	Chicolastic  XG 4/40	35
Mi Tienda Del Ahorro	Chicolastic 	XXG	4	40	Pañal Bebe	Chicolastic  XXG 4/40	36
Mi Tienda Del Ahorro	Chicolastic 	XXXG	4	40	Pañal Bebe	Chicolastic  XXXG 4/40	37
Mi Tienda Del Ahorro	Chicolastic 	G	2	80	Pañal Bebe	Chicolastic  G 2/80	38
Mi Tienda Del Ahorro	Chicolastic 	XG	2	80	Pañal Bebe	Chicolastic  XG 2/80	39
Mi Tienda Del Ahorro	Chicolastic 	XXG	2	80	Pañal Bebe	Chicolastic  XXG 2/80	40
Mi Tienda Del Ahorro	Kiddies 	G	4	40	Pañal Bebe	Kiddies  G 4/40	41
Mi Tienda Del Ahorro	Kiddies 	XG	4	40	Pañal Bebe	Kiddies  XG 4/40	42
Mi Tienda Del Ahorro	Kiddies 	XXG	4	40	Pañal Bebe	Kiddies  XXG 4/40	43
Mi Tienda Del Ahorro	Kiddies 	XXXG	4	40	Pañal Bebe	Kiddies  XXXG 4/40	44
Mi Tienda Del Ahorro	Kiddies 	G	2	80	Pañal Bebe	Kiddies  G 2/80	45
Mi Tienda Del Ahorro	Kiddies 	XG	2	80	Pañal Bebe	Kiddies  XG 2/80	46
Mi Tienda Del Ahorro	Kiddies 	XXG	2	80	Pañal Bebe	Kiddies  XXG 2/80	47
Mi Tienda Del Ahorro	BIO BABY	MED	4	40	Pañal Bebe	BIO BABY MED 4/40	48
Mi Tienda Del Ahorro	BIO BABY	G	4	40	Pañal Bebe	BIO BABY G 4/40	49
Mi Tienda Del Ahorro	BIO BABY	XG	4	40	Pañal Bebe	BIO BABY XG 4/40	50
Mi Tienda Del Ahorro	BIO BABY	XXG	4	40	Pañal Bebe	BIO BABY XXG 4/40	51
Mi Tienda Del Ahorro	BIO BABY	XXXG	4	40	Pañal Bebe	BIO BABY XXXG 4/40	52
Mi Tienda Del Ahorro	BIO BABY	G	2	60	Pañal Bebe	BIO BABY G 2/60	53
Mi Tienda Del Ahorro	BIO BABY	XG	2	60	Pañal Bebe	BIO BABY XG 2/60	54
Mi Tienda Del Ahorro	BIO BABY	XXG	2	60	Pañal Bebe	BIO BABY XXG 2/60	55
Mi Tienda Del Ahorro	BB Tips 	RN	4	40	Pañal Bebe	BB Tips  RN 4/40	56
Mi Tienda Del Ahorro	BB Tips 	CH	4	40	Pañal Bebe	BB Tips  CH 4/40	57
Mi Tienda Del Ahorro	BB Tips 	M	4	40	Pañal Bebe	BB Tips  M 4/40	58
Mi Tienda Del Ahorro	BB Tips 	G	4	40	Pañal Bebe	BB Tips  G 4/40	59
Mi Tienda Del Ahorro	BB Tips 	XG	4	40	Pañal Bebe	BB Tips  XG 4/40	60
Mi Tienda Del Ahorro	BB Tips 	XXG	4	40	Pañal Bebe	BB Tips  XXG 4/40	61
Mi Tienda Del Ahorro	BB Tips 	XXXG	4	40	Pañal Bebe	BB Tips  XXXG 4/40	62
Mi Tienda Del Ahorro	BB Tips 	G	2	64	Pañal Bebe	BB Tips  G 2/64	63
Mi Tienda Del Ahorro	BB Tips 	XG	2	60	Pañal Bebe	BB Tips  XG 2/60	64
Mi Tienda Del Ahorro	BB Tips 	XXG	2	60	Pañal Bebe	BB Tips  XXG 2/60	65
Mi Tienda Del Ahorro	Babysec Flexiprotect	M	4	38	Pañal Bebe	Babysec Flexiprotect M 4/38	66
Mi Tienda Del Ahorro	Babysec Flexiprotect	G	4	36	Pañal Bebe	Babysec Flexiprotect G 4/36	67
Mi Tienda Del Ahorro	Babysec Flexiprotect	XG	4	34	Pañal Bebe	Babysec Flexiprotect XG 4/34	68
Mi Tienda Del Ahorro	Babysec Flexiprotect	XXG	4	32	Pañal Bebe	Babysec Flexiprotect XXG 4/32	69
Mi Tienda Del Ahorro	Babysec Ultra	CH	4	40	Pañal Bebe	Babysec Ultra CH 4/40	70
Mi Tienda Del Ahorro	Babysec Ultra	M	4	40	Pañal Bebe	Babysec Ultra M 4/40	71
Mi Tienda Del Ahorro	Babysec Ultra	G	4	40	Pañal Bebe	Babysec Ultra G 4/40	72
Mi Tienda Del Ahorro	Babysec Ultra	XG	4	40	Pañal Bebe	Babysec Ultra XG 4/40	73
Mi Tienda Del Ahorro	Babysec Ultra	XXG	4	40	Pañal Bebe	Babysec Ultra XXG 4/40	74
Mi Tienda Del Ahorro	Soft Dreams  	CH	4	40	Pañal Bebe	Soft Dreams   CH 4/40	75
Mi Tienda Del Ahorro	Soft Dreams  	G	4	36	Pañal Bebe	Soft Dreams   G 4/36	76
Mi Tienda Del Ahorro	Soft Dreams  	XG	4	34	Pañal Bebe	Soft Dreams   XG 4/34	77
Mi Tienda Del Ahorro	Soft Dreams  	XXG	4	32	Pañal Bebe	Soft Dreams   XXG 4/32	78
Mi Tienda Del Ahorro	Soft Dreams  	M	2	56	Pañal Bebe	Soft Dreams   M 2/56	79
Mi Tienda Del Ahorro	Soft Dreams  	G	2	56	Pañal Bebe	Soft Dreams   G 2/56	80
Mi Tienda Del Ahorro	Soft Dreams  	XG	2	56	Pañal Bebe	Soft Dreams   XG 2/56	81
Mi Tienda Del Ahorro	GREAT DAY	CH	4	40	Pañal Bebe	GREAT DAY CH 4/40	82
Mi Tienda Del Ahorro	GREAT DAY	M	4	40	Pañal Bebe	GREAT DAY M 4/40	83
Mi Tienda Del Ahorro	GREAT DAY	G	4	40	Pañal Bebe	GREAT DAY G 4/40	84
Mi Tienda Del Ahorro	GREAT DAY	XG	4	40	Pañal Bebe	GREAT DAY XG 4/40	85
Mi Tienda Del Ahorro	GREAT DAY	XXG	4	40	Pañal Bebe	GREAT DAY XXG 4/40	86
Mi Tienda Del Ahorro	GREAT DAY	XG	4	80	Pañal Bebe	GREAT DAY XG 4/80	87
Mi Tienda Del Ahorro	GREAT DAY	XXG	4	80	Pañal Bebe	GREAT DAY XXG 4/80	88
Mi Tienda Del Ahorro	Absorsec	NA		120	Toalla Húmeda	Absorsec NA/120	89
Mi Tienda Del Ahorro	Suavelastic	NA		100	Toalla Húmeda	Suavelastic NA/100	90
Mi Tienda Del Ahorro	Kimbies	NA		90	Toalla Húmeda	Kimbies NA/90	91
Mi Tienda Del Ahorro	BIO BABY	NA		80	Toalla Húmeda	BIO BABY NA/80	92
Mi Tienda Del Ahorro	Chicolastic 	NA		120	Toalla Húmeda	Chicolastic  NA/120	93
Mi Tienda Del Ahorro	BB Tips 	NA		100	Toalla Húmeda	BB Tips  NA/100	94
Mi Tienda Del Ahorro	Babysec	NA		20	Toalla Húmeda	Babysec NA/20	95
Mi Tienda Del Ahorro	Babysec	NA		80	Toalla Húmeda	Babysec NA/80	96
Mi Tienda Del Ahorro	Soft Dreams	NA		80	Toalla Húmeda	Soft Dreams NA/80	97
Mi Tienda Del Ahorro	Dodys Avena	NA		80	Toalla Húmeda	Dodys Avena NA/80	98
Mi Tienda Del Ahorro	Dodys Rosa	NA		80	Toalla Húmeda	Dodys Rosa NA/80	99
Mi Tienda Del Ahorro	Dodys Azul	NA		80	Toalla Húmeda	Dodys Azul NA/80	100
Mi Tienda Del Ahorro	My Bebe	NA		80	Toalla Húmeda	My Bebe NA/80	101
Mi Tienda Del Ahorro	Kanggis	NA		120	Toalla Húmeda	Kanggis NA/120	102
Mi Tienda Del Ahorro	BabySec	NA		50	Toalla Húmeda	BabySec NA/50	103
Mi Tienda Del Ahorro	GREAT DAY	NA		240	Toalla Húmeda	GREAT DAY NA/240	104
Mi Tienda Del Ahorro	GREAT DAY	NA		80	Toalla Húmeda	GREAT DAY NA/80	105
Mi Tienda Del Ahorro	Kotex  Anatómica con Alas	NA		10	Toalla Femenina	Kotex  Anatómica con Alas NA/10	106
Mi Tienda Del Ahorro	Kotex  Anatómica sin Alas	NA		10	Toalla Femenina	Kotex  Anatómica sin Alas NA/10	107
Mi Tienda Del Ahorro	Kotex Nocturna 	NA		10	Toalla Femenina	Kotex Nocturna  NA/10	108
Mi Tienda Del Ahorro	Fiore sin limites con alas	NA		14	Toalla Femenina	Fiore sin limites con alas NA/14	109
Mi Tienda Del Ahorro	Fiore Sin limites sin alas	NA		8	Toalla Femenina	Fiore Sin limites sin alas NA/8	110
Mi Tienda Del Ahorro	Fiore Nocturna con alas	NA		16	Toalla Femenina	Fiore Nocturna con alas NA/16	111
Mi Tienda Del Ahorro	Fiore Anatomica  con Alas	NA		8	Toalla Femenina	Fiore Anatomica  con Alas NA/8	112
Mi Tienda Del Ahorro	Saba amore con alas	NA		8	Toalla Femenina	Saba amore con alas NA/8	113
Mi Tienda Del Ahorro	Saba Confort  Regular	NA		8	Toalla Femenina	Saba Confort  Regular NA/8	114
Mi Tienda Del Ahorro	Naturella con Manzanilla c/Alas	NA		10	Toalla Femenina	Naturella con Manzanilla c/Alas NA/10	115
Mi Tienda Del Ahorro	Depend plenitud 	G		10	Pañal Adulto	Depend plenitud  G/10	116
Mi Tienda Del Ahorro	Depend ultra confort 	M		10	Pañal Adulto	Depend ultra confort  M/10	117
Mi Tienda Del Ahorro	Depend ultra confort 	G		10	Pañal Adulto	Depend ultra confort  G/10	118
Mi Tienda Del Ahorro	Diapro predoblado gel 	PREDOBLADO		10	Pañal Adulto	Diapro predoblado gel  PREDOBLADO/10	119
Mi Tienda Del Ahorro	Affective Advance	M	4	10	Pañal Adulto	Affective Advance M 4/10	120
Mi Tienda Del Ahorro	Affective Advance	G	4	10	Pañal Adulto	Affective Advance G 4/10	121
Mi Tienda Del Ahorro	Affective Predoblado 	PREDOBLADO	4	10	Pañal Adulto	Affective Predoblado  PREDOBLADO 4/10	122
Mi Tienda Del Ahorro	Affective Protect 	M	4	10	Pañal Adulto	Affective Protect  M 4/10	123
Mi Tienda Del Ahorro	Affective Ropa Interior 	M	4	10	Pañal Adulto	Affective Ropa Interior  M 4/10	124
Mi Tienda Del Ahorro	Affective Ropa Interior 	G	4	10	Pañal Adulto	Affective Ropa Interior  G 4/10	125
Mi Tienda Del Ahorro	Cotidian 	CC	4	10	Pañal Adulto	Cotidian  CC 4/10	126
Mi Tienda Del Ahorro	Cotidian clásico 	M	4	10	Pañal Adulto	Cotidian clásico  M 4/10	127
Mi Tienda Del Ahorro	Cotidian clásico 	G	4	10	Pañal Adulto	Cotidian clásico  G 4/10	128
Mi Tienda Del Ahorro	Tena Confort  	G	4	10	Pañal Adulto	Tena Confort   G 4/10	129
Mi Tienda Del Ahorro	Tena 	PREDOBLADO		10	Pañal Adulto	Tena  PREDOBLADO/10	130
Mi Tienda Del Ahorro	Tena maxi protect	CH-M		10	Pañal Adulto	Tena maxi protect CH-M/10	131
Mi Tienda Del Ahorro	Tena maxi protect	G		10	Pañal Adulto	Tena maxi protect G/10	132
Mi Tienda Del Ahorro	Tena slip nocturno 	CH-M		8	Pañal Adulto	Tena slip nocturno  CH-M/8	133
Mi Tienda Del Ahorro	Tena slip nocturno 	G		8	Pañal Adulto	Tena slip nocturno  G/8	134
Smart	Absorsec	CH	4	40	Pañal Bebe	Absorsec CH 4/40	1
Smart	Absorsec	M	4	40	Pañal Bebe	Absorsec M 4/40	2
Smart	Absorsec	G	4	40	Pañal Bebe	Absorsec G 4/40	3
Smart	Absorsec	XG	4	40	Pañal Bebe	Absorsec XG 4/40	4
